zone_id,date,求和项:pai_num,求和项:shou_num,,,,,,,行标签,平均值项:求和项:pai_num,平均值项:求和项:shou_num,,
zone_20,20200725,231,86,,,,,,,,,,,
zone_20,20200726,195,66,,,,,,,,,,,
zone_20,20200727,312,178,,,,,,,,,,,
zone_20,20200728,304,146,,,,,,,,,,,
zone_20,20200729,416,170,,,,,,,,,,,
zone_20,20200730,362,200,,,,,,,,,,,
zone_20,20200731,346,146,,,,,,,,,,,
zone_20,20200801,249,98,,,,,,,,,,,
zone_20,20200802,219,88,,,,,,,,,,,
zone_20,20200803,338,193,,,,,,,,,,,
zone_20,20200804,344,163,,,,,,,,,,,
zone_20,20200805,371,174,,,,,,,,,,,
zone_20,20200806,331,144,,,,,,,,,,,
zone_20,20200807,364,174,,,,,,,,,,,
zone_20,20200808,291,75,,,,,,,,,,,
zone_20,20200809,273,83,,,,,,,,,,,
zone_20,20200810,404,166,,,,,,,,,,,
zone_20,20200811,387,171,,,,,,,,,,,
zone_20,20200812,378,203,,,,,,,,,,,
zone_20,20200813,399,196,,,,,,,,,,,
zone_20,20200814,333,165,,,,,,,,,,,
zone_20,20200815,287,80,,,,,,,,,,,
zone_20,20200816,243,97,,,,,,,,,,,
zone_20,20200817,377,177,,,,,,,,,,,
zone_20,20200818,411,179,,,,,,,,,,,
zone_20,20200819,360,197,,,,,,,,,,,
zone_20,20200820,391,188,,,,,,,,,,,
zone_20,20200821,390,180,,,,,,,,,,,
zone_20,20200822,302,95,,,,,,,,,,,
zone_20,20200823,222,85,,,,,,,,,,,
zone_20,20200824,414,193,,,,,,,,,,,
zone_20,20200825,421,175,,,,,,,,,,,
zone_20,20200826,409,177,,,,,,,,,,,
zone_20,20200827,404,181,,,,,,,,,,,
zone_20,20200828,397,175,,,,,,,,,,,
zone_20,20200829,342,94,,,,,,,,,,,
zone_20,20200830,297,75,,,,,,,,,,,
zone_20,20200831,392,185,,,,,,,,,,,
zone_21,20200301,399,363,,,,,,,,,,,
zone_21,20200302,409,352,,,,,,,,,,,
zone_21,20200303,357,377,,,,,,,,,,,
zone_21,20200304,423,354,,,,,,,,,,,
zone_21,20200305,437,404,,,,,,,,,,,
zone_21,20200306,430,389,,,,,,,,,,,
zone_21,20200307,468,400,,,,,,,,,,,
zone_21,20200308,347,318,,,,,,,,,,,
zone_21,20200309,403,401,,,,,,,,,,,
zone_21,20200310,388,361,,,,,,,,,,,
zone_21,20200311,491,337,,,,,,,,,,,
zone_21,20200312,410,332,,,,,,,,,,,
zone_21,20200313,382,312,,,,,,,,,,,
zone_21,20200314,403,314,,,,,,,,,,,
zone_21,20200315,406,308,,,,,,,,,,,
zone_21,20200316,299,307,,,,,,,,,,,
zone_21,20200317,396,340,,,,,,,,,,,
zone_21,20200318,400,285,,,,,,,,,,,
zone_21,20200319,353,285,,,,,,,,,,,
zone_21,20200320,405,331,,,,,,,,,,,
zone_21,20200321,424,240,,,,,,,,,,,
zone_21,20200322,319,273,,,,,,,,,,,
zone_21,20200323,288,288,,,,,,,,,,,
zone_21,20200324,409,334,,,,,,,,,,,
zone_21,20200325,420,321,,,,,,,,,,,
zone_21,20200326,386,291,,,,,,,,,,,
zone_21,20200327,412,267,,,,,,,,,,,
zone_21,20200328,356,311,,,,,,,,,,,
zone_21,20200329,329,267,,,,,,,,,,,
zone_21,20200330,340,266,,,,,,,,,,,
zone_21,20200331,349,265,,,,,,,,,,,
zone_21,20200401,356,284,,,,,,,,,,,
zone_21,20200402,641,284,,,,,,,,,,,
zone_21,20200403,413,253,,,,,,,,,,,
zone_21,20200404,303,171,,,,,,,,,,,
zone_21,20200405,267,225,,,,,,,,,,,
zone_21,20200406,259,231,,,,,,,,,,,
zone_21,20200407,275,289,,,,,,,,,,,
zone_21,20200408,342,289,,,,,,,,,,,
zone_21,20200409,376,271,,,,,,,,,,,
zone_21,20200410,348,314,,,,,,,,,,,
zone_21,20200411,316,247,,,,,,,,,,,
zone_21,20200412,310,257,,,,,,,,,,,
zone_21,20200413,272,277,,,,,,,,,,,
zone_21,20200414,350,309,,,,,,,,,,,
zone_21,20200415,391,313,,,,,,,,,,,
zone_21,20200416,362,283,,,,,,,,,,,
zone_21,20200417,368,325,,,,,,,,,,,
zone_21,20200418,416,262,,,,,,,,,,,
zone_21,20200419,297,291,,,,,,,,,,,
zone_21,20200420,304,309,,,,,,,,,,,
zone_21,20200421,379,321,,,,,,,,,,,
zone_21,20200422,375,320,,,,,,,,,,,
zone_21,20200423,387,312,,,,,,,,,,,
zone_21,20200424,393,324,,,,,,,,,,,
zone_21,20200425,339,257,,,,,,,,,,,
zone_21,20200426,315,316,,,,,,,,,,,
zone_21,20200427,338,320,,,,,,,,,,,
zone_21,20200428,317,323,,,,,,,,,,,
zone_21,20200429,423,361,,,,,,,,,,,
zone_21,20200430,400,295,,,,,,,,,,,
zone_21,20200501,347,197,,,,,,,,,,,
zone_21,20200502,242,288,,,,,,,,,,,
zone_21,20200503,252,204,,,,,,,,,,,
zone_21,20200504,270,276,,,,,,,,,,,
zone_21,20200505,282,353,,,,,,,,,,,
zone_21,20200506,334,368,,,,,,,,,,,
zone_21,20200507,394,331,,,,,,,,,,,
zone_21,20200508,391,382,,,,,,,,,,,
zone_21,20200509,413,306,,,,,,,,,,,
zone_21,20200510,326,286,,,,,,,,,,,
zone_21,20200511,330,352,,,,,,,,,,,
zone_21,20200512,377,349,,,,,,,,,,,
zone_21,20200513,423,294,,,,,,,,,,,
zone_21,20200514,389,296,,,,,,,,,,,
zone_21,20200515,361,289,,,,,,,,,,,
zone_21,20200516,341,271,,,,,,,,,,,
zone_21,20200517,295,263,,,,,,,,,,,
zone_21,20200518,311,351,,,,,,,,,,,
zone_21,20200519,403,326,,,,,,,,,,,
zone_21,20200520,366,343,,,,,,,,,,,
zone_21,20200521,389,298,,,,,,,,,,,
zone_21,20200522,380,299,,,,,,,,,,,
zone_21,20200523,369,302,,,,,,,,,,,
zone_21,20200524,294,288,,,,,,,,,,,
zone_21,20200525,282,264,,,,,,,,,,,
zone_21,20200526,346,319,,,,,,,,,,,
zone_21,20200527,390,279,,,,,,,,,,,
zone_21,20200528,347,286,,,,,,,,,,,
zone_21,20200529,386,296,,,,,,,,,,,
zone_21,20200530,330,218,,,,,,,,,,,
zone_21,20200531,320,237,,,,,,,,,,,
zone_21,20200601,271,392,,,,,,,,,,,
zone_21,20200602,399,306,,,,,,,,,,,
zone_21,20200603,425,379,,,,,,,,,,,
zone_21,20200604,446,354,,,,,,,,,,,
zone_21,20200605,408,360,,,,,,,,,,,
zone_21,20200606,378,287,,,,,,,,,,,
zone_21,20200607,294,224,,,,,,,,,,,
zone_21,20200608,276,368,,,,,,,,,,,
zone_21,20200609,361,353,,,,,,,,,,,
zone_21,20200610,401,326,,,,,,,,,,,
zone_21,20200611,370,297,,,,,,,,,,,
zone_21,20200612,373,266,,,,,,,,,,,
zone_21,20200613,358,296,,,,,,,,,,,
zone_21,20200614,302,304,,,,,,,,,,,
zone_21,20200615,295,316,,,,,,,,,,,
zone_21,20200616,385,401,,,,,,,,,,,
zone_21,20200617,425,326,,,,,,,,,,,
zone_21,20200618,464,457,,,,,,,,,,,
zone_21,20200619,468,451,,,,,,,,,,,
zone_21,20200620,438,350,,,,,,,,,,,
zone_21,20200621,393,316,,,,,,,,,,,
zone_21,20200622,333,333,,,,,,,,,,,
zone_21,20200623,404,378,,,,,,,,,,,
zone_21,20200624,424,318,,,,,,,,,,,
zone_21,20200625,314,188,,,,,,,,,,,
zone_21,20200626,262,244,,,,,,,,,,,
zone_21,20200627,249,244,,,,,,,,,,,
zone_21,20200628,295,300,,,,,,,,,,,
zone_21,20200629,375,314,,,,,,,,,,,
zone_21,20200630,340,295,,,,,,,,,,,
zone_21,20200701,338,331,,,,,,,,,,,
zone_21,20200702,378,296,,,,,,,,,,,
zone_21,20200703,367,298,,,,,,,,,,,
zone_21,20200704,336,258,,,,,,,,,,,
zone_21,20200705,268,248,,,,,,,,,,,
zone_21,20200706,299,319,,,,,,,,,,,
zone_21,20200707,329,312,,,,,,,,,,,
zone_21,20200708,364,291,,,,,,,,,,,
zone_21,20200709,361,292,,,,,,,,,,,
zone_21,20200710,340,302,,,,,,,,,,,
zone_21,20200711,349,283,,,,,,,,,,,
zone_21,20200712,294,263,,,,,,,,,,,
zone_21,20200713,280,305,,,,,,,,,,,
zone_21,20200714,510,320,,,,,,,,,,,
zone_21,20200715,406,303,,,,,,,,,,,
zone_21,20200716,354,300,,,,,,,,,,,
zone_21,20200717,338,277,,,,,,,,,,,
zone_21,20200718,300,243,,,,,,,,,,,
zone_21,20200719,247,232,,,,,,,,,,,
zone_21,20200720,275,281,,,,,,,,,,,
zone_21,20200721,292,356,,,,,,,,,,,
zone_21,20200722,404,325,,,,,,,,,,,
zone_21,20200723,403,348,,,,,,,,,,,
zone_21,20200724,355,396,,,,,,,,,,,
zone_21,20200725,357,421,,,,,,,,,,,
zone_21,20200726,273,253,,,,,,,,,,,
zone_21,20200727,282,286,,,,,,,,,,,
zone_21,20200728,328,372,,,,,,,,,,,
zone_21,20200729,344,284,,,,,,,,,,,
zone_21,20200730,346,290,,,,,,,,,,,
zone_21,20200731,314,261,,,,,,,,,,,
zone_21,20200801,341,252,,,,,,,,,,,
zone_21,20200802,257,231,,,,,,,,,,,
zone_21,20200803,230,354,,,,,,,,,,,
zone_21,20200804,349,344,,,,,,,,,,,
zone_21,20200805,383,355,,,,,,,,,,,
zone_21,20200806,398,300,,,,,,,,,,,
zone_21,20200807,387,299,,,,,,,,,,,
zone_21,20200808,344,284,,,,,,,,,,,
zone_21,20200809,275,268,,,,,,,,,,,
zone_21,20200810,287,323,,,,,,,,,,,
zone_21,20200811,358,366,,,,,,,,,,,
zone_21,20200812,381,330,,,,,,,,,,,
zone_21,20200813,337,351,,,,,,,,,,,
zone_21,20200814,398,323,,,,,,,,,,,
zone_21,20200815,368,304,,,,,,,,,,,
zone_21,20200816,299,246,,,,,,,,,,,
zone_21,20200817,289,351,,,,,,,,,,,
zone_21,20200818,372,342,,,,,,,,,,,
zone_21,20200819,339,350,,,,,,,,,,,
zone_21,20200820,426,375,,,,,,,,,,,
zone_21,20200821,392,354,,,,,,,,,,,
zone_21,20200822,398,322,,,,,,,,,,,
zone_21,20200823,325,278,,,,,,,,,,,
zone_21,20200824,306,414,,,,,,,,,,,
zone_21,20200825,398,381,,,,,,,,,,,
zone_21,20200826,396,352,,,,,,,,,,,
zone_21,20200827,428,314,,,,,,,,,,,
zone_21,20200828,379,326,,,,,,,,,,,
zone_21,20200829,364,270,,,,,,,,,,,
zone_21,20200830,304,273,,,,,,,,,,,
zone_21,20200831,309,294,,,,,,,,,,,
zone_22,20200301,663,225,,,,,,,,,,,
zone_22,20200302,644,237,,,,,,,,,,,
zone_22,20200303,677,179,,,,,,,,,,,
zone_22,20200304,627,178,,,,,,,,,,,
zone_22,20200305,681,186,,,,,,,,,,,
zone_22,20200306,714,230,,,,,,,,,,,
zone_22,20200307,748,179,,,,,,,,,,,
zone_22,20200308,707,229,,,,,,,,,,,
zone_22,20200309,718,195,,,,,,,,,,,
zone_22,20200310,750,320,,,,,,,,,,,
zone_22,20200311,657,318,,,,,,,,,,,
zone_22,20200312,713,387,,,,,,,,,,,
zone_22,20200313,586,232,,,,,,,,,,,
zone_22,20200314,561,150,,,,,,,,,,,
zone_22,20200315,533,188,,,,,,,,,,,
zone_22,20200316,550,172,,,,,,,,,,,
zone_22,20200317,598,190,,,,,,,,,,,
zone_22,20200318,607,158,,,,,,,,,,,
zone_22,20200319,549,142,,,,,,,,,,,
zone_22,20200320,557,144,,,,,,,,,,,
zone_22,20200321,687,147,,,,,,,,,,,
zone_22,20200322,474,186,,,,,,,,,,,
zone_22,20200323,539,139,,,,,,,,,,,
zone_22,20200324,583,187,,,,,,,,,,,
zone_22,20200325,602,162,,,,,,,,,,,
zone_22,20200326,514,121,,,,,,,,,,,
zone_22,20200327,615,187,,,,,,,,,,,
zone_22,20200328,708,152,,,,,,,,,,,
zone_22,20200329,536,159,,,,,,,,,,,
zone_22,20200330,528,165,,,,,,,,,,,
zone_22,20200331,649,183,,,,,,,,,,,
zone_22,20200401,560,148,,,,,,,,,,,
zone_22,20200402,564,201,,,,,,,,,,,
zone_22,20200403,547,135,,,,,,,,,,,
zone_22,20200404,529,160,,,,,,,,,,,
zone_22,20200405,404,126,,,,,,,,,,,
zone_22,20200406,428,136,,,,,,,,,,,
zone_22,20200407,502,160,,,,,,,,,,,
zone_22,20200408,539,203,,,,,,,,,,,
zone_22,20200409,509,186,,,,,,,,,,,
zone_22,20200410,535,195,,,,,,,,,,,
zone_22,20200411,542,154,,,,,,,,,,,
zone_22,20200412,505,158,,,,,,,,,,,
zone_22,20200413,526,192,,,,,,,,,,,
zone_22,20200414,602,185,,,,,,,,,,,
zone_22,20200415,496,175,,,,,,,,,,,
zone_22,20200416,528,147,,,,,,,,,,,
zone_22,20200417,559,208,,,,,,,,,,,
zone_22,20200418,546,158,,,,,,,,,,,
zone_22,20200419,482,137,,,,,,,,,,,
zone_22,20200420,494,190,,,,,,,,,,,
zone_22,20200421,576,171,,,,,,,,,,,
zone_22,20200422,592,147,,,,,,,,,,,
zone_22,20200423,612,161,,,,,,,,,,,
zone_22,20200424,503,170,,,,,,,,,,,
zone_22,20200425,538,148,,,,,,,,,,,
zone_22,20200426,492,155,,,,,,,,,,,
zone_22,20200427,527,175,,,,,,,,,,,
zone_22,20200428,512,181,,,,,,,,,,,
zone_22,20200429,536,158,,,,,,,,,,,
zone_22,20200430,563,152,,,,,,,,,,,
zone_22,20200501,478,147,,,,,,,,,,,
zone_22,20200502,375,128,,,,,,,,,,,
zone_22,20200503,396,143,,,,,,,,,,,
zone_22,20200504,400,176,,,,,,,,,,,
zone_22,20200505,469,187,,,,,,,,,,,
zone_22,20200506,475,228,,,,,,,,,,,
zone_22,20200507,661,205,,,,,,,,,,,
zone_22,20200508,610,172,,,,,,,,,,,
zone_22,20200509,616,212,,,,,,,,,,,
zone_22,20200510,535,193,,,,,,,,,,,
zone_22,20200511,523,261,,,,,,,,,,,
zone_22,20200512,550,216,,,,,,,,,,,
zone_22,20200514,541,184,,,,,,,,,,,
zone_22,20200515,581,180,,,,,,,,,,,
zone_22,20200516,508,145,,,,,,,,,,,
zone_22,20200517,461,189,,,,,,,,,,,
zone_22,20200518,448,203,,,,,,,,,,,
zone_22,20200519,560,170,,,,,,,,,,,
zone_22,20200520,587,149,,,,,,,,,,,
zone_22,20200521,530,149,,,,,,,,,,,
zone_22,20200522,542,188,,,,,,,,,,,
zone_22,20200523,566,165,,,,,,,,,,,
zone_22,20200524,468,169,,,,,,,,,,,
zone_22,20200525,417,209,,,,,,,,,,,
zone_22,20200526,479,147,,,,,,,,,,,
zone_22,20200527,496,182,,,,,,,,,,,
zone_22,20200528,504,189,,,,,,,,,,,
zone_22,20200529,507,178,,,,,,,,,,,
zone_22,20200530,482,141,,,,,,,,,,,
zone_22,20200531,396,185,,,,,,,,,,,
zone_22,20200601,457,169,,,,,,,,,,,
zone_22,20200602,642,185,,,,,,,,,,,
zone_22,20200603,750,190,,,,,,,,,,,
zone_22,20200604,707,170,,,,,,,,,,,
zone_22,20200605,605,166,,,,,,,,,,,
zone_22,20200606,560,148,,,,,,,,,,,
zone_22,20200607,465,174,,,,,,,,,,,
zone_22,20200608,491,193,,,,,,,,,,,
zone_22,20200609,568,196,,,,,,,,,,,
zone_22,20200610,543,219,,,,,,,,,,,
zone_22,20200611,587,164,,,,,,,,,,,
zone_22,20200612,587,201,,,,,,,,,,,
zone_22,20200613,563,211,,,,,,,,,,,
zone_22,20200614,465,208,,,,,,,,,,,
zone_22,20200615,500,233,,,,,,,,,,,
zone_22,20200616,518,176,,,,,,,,,,,
zone_22,20200617,673,216,,,,,,,,,,,
zone_22,20200618,778,266,,,,,,,,,,,
zone_22,20200619,842,213,,,,,,,,,,,
zone_22,20200620,854,180,,,,,,,,,,,
zone_22,20200621,757,202,,,,,,,,,,,
zone_22,20200622,672,254,,,,,,,,,,,
zone_22,20200623,621,238,,,,,,,,,,,
zone_22,20200624,661,189,,,,,,,,,,,
zone_22,20200625,557,142,,,,,,,,,,,
zone_22,20200626,380,183,,,,,,,,,,,
zone_22,20200627,410,191,,,,,,,,,,,
zone_22,20200628,419,217,,,,,,,,,,,
zone_22,20200629,450,196,,,,,,,,,,,
zone_22,20200630,482,196,,,,,,,,,,,
zone_22,20200701,442,211,,,,,,,,,,,
zone_22,20200702,473,171,,,,,,,,,,,
zone_22,20200703,478,192,,,,,,,,,,,
zone_22,20200704,450,169,,,,,,,,,,,
zone_22,20200705,391,178,,,,,,,,,,,
zone_22,20200706,409,209,,,,,,,,,,,
zone_22,20200707,467,190,,,,,,,,,,,
zone_22,20200708,467,193,,,,,,,,,,,
zone_22,20200709,446,183,,,,,,,,,,,
zone_22,20200710,487,193,,,,,,,,,,,
zone_22,20200711,539,179,,,,,,,,,,,
zone_22,20200712,465,175,,,,,,,,,,,
zone_22,20200713,441,225,,,,,,,,,,,
zone_22,20200714,488,227,,,,,,,,,,,
zone_22,20200715,545,186,,,,,,,,,,,
zone_22,20200716,490,226,,,,,,,,,,,
zone_22,20200717,501,208,,,,,,,,,,,
zone_22,20200718,463,175,,,,,,,,,,,
zone_22,20200719,454,150,,,,,,,,,,,
zone_22,20200720,446,178,,,,,,,,,,,
zone_22,20200721,430,171,,,,,,,,,,,
zone_22,20200722,497,221,,,,,,,,,,,
zone_22,20200723,496,146,,,,,,,,,,,
zone_22,20200724,499,202,,,,,,,,,,,
zone_22,20200725,496,137,,,,,,,,,,,
zone_22,20200726,390,148,,,,,,,,,,,
zone_22,20200727,436,215,,,,,,,,,,,
zone_22,20200728,444,218,,,,,,,,,,,
zone_22,20200729,494,225,,,,,,,,,,,
zone_22,20200730,496,206,,,,,,,,,,,
zone_22,20200731,486,202,,,,,,,,,,,
zone_22,20200801,548,150,,,,,,,,,,,
zone_22,20200802,397,127,,,,,,,,,,,
zone_22,20200803,402,183,,,,,,,,,,,
zone_22,20200804,446,201,,,,,,,,,,,
zone_22,20200805,453,165,,,,,,,,,,,
zone_22,20200806,470,148,,,,,,,,,,,
zone_22,20200807,487,179,,,,,,,,,,,
zone_22,20200808,513,141,,,,,,,,,,,
zone_22,20200809,437,145,,,,,,,,,,,
zone_22,20200810,482,193,,,,,,,,,,,
zone_22,20200811,511,197,,,,,,,,,,,
zone_22,20200812,491,170,,,,,,,,,,,
zone_22,20200813,444,202,,,,,,,,,,,
zone_22,20200814,538,194,,,,,,,,,,,
zone_22,20200815,498,232,,,,,,,,,,,
zone_22,20200816,387,171,,,,,,,,,,,
zone_22,20200817,449,207,,,,,,,,,,,
zone_22,20200818,455,218,,,,,,,,,,,
zone_22,20200819,501,199,,,,,,,,,,,
zone_22,20200820,500,191,,,,,,,,,,,
zone_22,20200821,501,226,,,,,,,,,,,
zone_22,20200822,535,222,,,,,,,,,,,
zone_22,20200823,497,126,,,,,,,,,,,
zone_22,20200824,545,227,,,,,,,,,,,
zone_22,20200825,578,212,,,,,,,,,,,
zone_22,20200826,548,190,,,,,,,,,,,
zone_22,20200827,536,201,,,,,,,,,,,
zone_22,20200828,528,171,,,,,,,,,,,
zone_22,20200829,507,146,,,,,,,,,,,
zone_22,20200830,428,152,,,,,,,,,,,
zone_22,20200831,471,182,,,,,,,,,,,
zone_23,20200301,330,115,,,,,,,,,,,
zone_23,20200302,360,205,,,,,,,,,,,
zone_23,20200303,435,256,,,,,,,,,,,
zone_23,20200304,374,214,,,,,,,,,,,
zone_23,20200305,384,241,,,,,,,,,,,
zone_23,20200306,388,242,,,,,,,,,,,
zone_23,20200307,430,265,,,,,,,,,,,
zone_23,20200308,335,138,,,,,,,,,,,
zone_23,20200309,387,255,,,,,,,,,,,
zone_23,20200310,505,267,,,,,,,,,,,
zone_23,20200311,401,236,,,,,,,,,,,
zone_23,20200312,417,243,,,,,,,,,,,
zone_23,20200313,402,186,,,,,,,,,,,
zone_23,20200314,400,214,,,,,,,,,,,
zone_23,20200315,255,115,,,,,,,,,,,
zone_23,20200316,329,235,,,,,,,,,,,
zone_23,20200317,349,200,,,,,,,,,,,
zone_23,20200318,372,204,,,,,,,,,,,
zone_23,20200319,371,173,,,,,,,,,,,
zone_23,20200320,335,217,,,,,,,,,,,
zone_23,20200321,343,169,,,,,,,,,,,
zone_23,20200322,220,98,,,,,,,,,,,
zone_23,20200323,224,270,,,,,,,,,,,
zone_23,20200324,383,272,,,,,,,,,,,
zone_23,20200325,391,214,,,,,,,,,,,
zone_23,20200326,427,226,,,,,,,,,,,
zone_23,20200327,476,205,,,,,,,,,,,
zone_23,20200328,491,188,,,,,,,,,,,
zone_23,20200329,392,99,,,,,,,,,,,
zone_23,20200330,496,190,,,,,,,,,,,
zone_23,20200331,348,311,,,,,,,,,,,
zone_23,20200401,399,229,,,,,,,,,,,
zone_23,20200402,352,182,,,,,,,,,,,
zone_23,20200403,358,189,,,,,,,,,,,
zone_23,20200404,211,95,,,,,,,,,,,
zone_23,20200405,190,95,,,,,,,,,,,
zone_23,20200406,210,138,,,,,,,,,,,
zone_23,20200407,310,223,,,,,,,,,,,
zone_23,20200408,316,239,,,,,,,,,,,
zone_23,20200409,358,213,,,,,,,,,,,
zone_23,20200410,400,218,,,,,,,,,,,
zone_23,20200411,331,186,,,,,,,,,,,
zone_23,20200412,221,91,,,,,,,,,,,
zone_23,20200413,340,181,,,,,,,,,,,
zone_23,20200414,373,635,,,,,,,,,,,
zone_23,20200415,435,232,,,,,,,,,,,
zone_23,20200416,368,237,,,,,,,,,,,
zone_23,20200417,419,197,,,,,,,,,,,
zone_23,20200418,362,145,,,,,,,,,,,
zone_23,20200419,205,96,,,,,,,,,,,
zone_23,20200420,328,267,,,,,,,,,,,
zone_23,20200421,408,264,,,,,,,,,,,
zone_23,20200422,393,208,,,,,,,,,,,
zone_23,20200423,347,252,,,,,,,,,,,
zone_23,20200424,436,331,,,,,,,,,,,
zone_23,20200425,325,108,,,,,,,,,,,
zone_23,20200426,250,134,,,,,,,,,,,
zone_23,20200427,274,186,,,,,,,,,,,
zone_23,20200428,310,218,,,,,,,,,,,
zone_23,20200429,338,212,,,,,,,,,,,
zone_23,20200430,339,168,,,,,,,,,,,
zone_23,20200501,229,73,,,,,,,,,,,
zone_23,20200502,185,70,,,,,,,,,,,
zone_23,20200503,201,101,,,,,,,,,,,
zone_23,20200504,231,116,,,,,,,,,,,
zone_23,20200505,257,149,,,,,,,,,,,
zone_23,20200506,305,178,,,,,,,,,,,
zone_23,20200507,377,222,,,,,,,,,,,
zone_23,20200508,387,263,,,,,,,,,,,
zone_23,20200509,339,317,,,,,,,,,,,
zone_23,20200510,262,89,,,,,,,,,,,
zone_23,20200511,364,236,,,,,,,,,,,
zone_23,20200512,356,249,,,,,,,,,,,
zone_23,20200514,347,219,,,,,,,,,,,
zone_23,20200515,406,174,,,,,,,,,,,
zone_23,20200516,348,178,,,,,,,,,,,
zone_23,20200517,229,81,,,,,,,,,,,
zone_23,20200518,336,225,,,,,,,,,,,
zone_23,20200519,377,239,,,,,,,,,,,
zone_23,20200520,411,199,,,,,,,,,,,
zone_23,20200521,371,206,,,,,,,,,,,
zone_23,20200522,411,240,,,,,,,,,,,
zone_23,20200523,306,153,,,,,,,,,,,
zone_23,20200524,257,108,,,,,,,,,,,
zone_23,20200525,306,197,,,,,,,,,,,
zone_23,20200526,362,209,,,,,,,,,,,
zone_23,20200527,395,214,,,,,,,,,,,
zone_23,20200528,358,222,,,,,,,,,,,
zone_23,20200529,390,191,,,,,,,,,,,
zone_23,20200530,334,108,,,,,,,,,,,
zone_23,20200531,224,99,,,,,,,,,,,
zone_23,20200601,325,216,,,,,,,,,,,
zone_23,20200602,385,219,,,,,,,,,,,
zone_23,20200603,484,202,,,,,,,,,,,
zone_23,20200604,464,232,,,,,,,,,,,
zone_23,20200605,384,225,,,,,,,,,,,
zone_23,20200606,316,121,,,,,,,,,,,
zone_23,20200607,209,115,,,,,,,,,,,
zone_23,20200608,354,239,,,,,,,,,,,
zone_23,20200609,372,222,,,,,,,,,,,
zone_23,20200610,399,220,,,,,,,,,,,
zone_23,20200611,401,223,,,,,,,,,,,
zone_23,20200612,371,185,,,,,,,,,,,
zone_23,20200613,301,142,,,,,,,,,,,
zone_23,20200614,191,124,,,,,,,,,,,
zone_23,20200615,367,228,,,,,,,,,,,
zone_23,20200616,345,259,,,,,,,,,,,
zone_23,20200617,400,292,,,,,,,,,,,
zone_23,20200618,436,253,,,,,,,,,,,
zone_23,20200619,484,325,,,,,,,,,,,
zone_23,20200620,410,148,,,,,,,,,,,
zone_23,20200621,321,134,,,,,,,,,,,
zone_23,20200622,394,250,,,,,,,,,,,
zone_23,20200623,368,226,,,,,,,,,,,
zone_23,20200624,375,246,,,,,,,,,,,
zone_23,20200625,236,89,,,,,,,,,,,
zone_23,20200626,173,96,,,,,,,,,,,
zone_23,20200627,179,90,,,,,,,,,,,
zone_23,20200628,274,191,,,,,,,,,,,
zone_23,20200629,297,238,,,,,,,,,,,
zone_23,20200630,328,192,,,,,,,,,,,
zone_23,20200701,353,220,,,,,,,,,,,
zone_23,20200702,341,216,,,,,,,,,,,
zone_23,20200703,374,186,,,,,,,,,,,
zone_23,20200704,285,134,,,,,,,,,,,
zone_23,20200705,189,111,,,,,,,,,,,
zone_23,20200706,319,221,,,,,,,,,,,
zone_23,20200707,324,238,,,,,,,,,,,
zone_23,20200708,305,229,,,,,,,,,,,
zone_23,20200709,351,201,,,,,,,,,,,
zone_23,20200710,328,204,,,,,,,,,,,
zone_23,20200711,294,126,,,,,,,,,,,
zone_23,20200712,174,119,,,,,,,,,,,
zone_23,20200713,387,238,,,,,,,,,,,
zone_23,20200714,345,239,,,,,,,,,,,
zone_23,20200715,360,194,,,,,,,,,,,
zone_23,20200716,374,231,,,,,,,,,,,
zone_23,20200717,334,203,,,,,,,,,,,
zone_23,20200718,314,105,,,,,,,,,,,
zone_23,20200719,196,86,,,,,,,,,,,
zone_23,20200720,333,219,,,,,,,,,,,
zone_23,20200721,302,194,,,,,,,,,,,
zone_23,20200722,312,207,,,,,,,,,,,
zone_23,20200723,343,255,,,,,,,,,,,
zone_23,20200724,311,219,,,,,,,,,,,
zone_23,20200725,258,159,,,,,,,,,,,
zone_23,20200726,201,154,,,,,,,,,,,
zone_23,20200727,334,249,,,,,,,,,,,
zone_23,20200728,331,228,,,,,,,,,,,
zone_23,20200729,316,240,,,,,,,,,,,
zone_23,20200730,346,225,,,,,,,,,,,
zone_23,20200731,331,224,,,,,,,,,,,
zone_23,20200801,278,156,,,,,,,,,,,
zone_23,20200802,195,128,,,,,,,,,,,
zone_23,20200803,302,196,,,,,,,,,,,
zone_23,20200804,332,229,,,,,,,,,,,
zone_23,20200805,366,204,,,,,,,,,,,
zone_23,20200806,325,200,,,,,,,,,,,
zone_23,20200807,326,219,,,,,,,,,,,
zone_23,20200808,327,155,,,,,,,,,,,
zone_23,20200809,260,153,,,,,,,,,,,
zone_23,20200810,324,254,,,,,,,,,,,
zone_23,20200811,380,269,,,,,,,,,,,
zone_23,20200812,383,243,,,,,,,,,,,
zone_23,20200813,376,232,,,,,,,,,,,
zone_23,20200814,399,237,,,,,,,,,,,
zone_23,20200815,291,165,,,,,,,,,,,
zone_23,20200816,252,164,,,,,,,,,,,
zone_23,20200817,304,263,,,,,,,,,,,
zone_23,20200818,322,306,,,,,,,,,,,
zone_23,20200819,349,310,,,,,,,,,,,
zone_23,20200820,302,252,,,,,,,,,,,
zone_23,20200821,337,210,,,,,,,,,,,
zone_23,20200822,344,156,,,,,,,,,,,
zone_23,20200823,233,139,,,,,,,,,,,
